trainNumber	trainType	originDepartureTime
C7709	C	60600
C7710	C	66300
C7711	C	71340
C7712	C	76500
C7801	C	24900
C7802	C	25800
C7803	C	26280
C7804	C	29220
C7805	C	30000
C7806	C	30900
C7807	C	32940
C7808	C	33900
C7809	C	34800
C7810	C	36900
C7811	C	37800
C7812	C	38520
C7813	C	39300
C7814	C	41580
C7815	C	40800
C7816	C	43260
C7817	C	42600
C7818	C	45300
C7819	C	48000
C7820	C	46680
C7821	C	49500
C7822	C	51720
C7823	C	51000
C7824	C	53220
C7825	C	53040
C7826	C	54660
C7827	C	55680
C7828	C	56700
C7830	C	59400
C7831	C	58380
C7832	C	60600
C7833	C	62400
C7834	C	62100
C7835	C	64260
C7836	C	66660
C7837	C	67500
C7838	C	68100
C7839	C	71040
C7840	C	69000
C7841	C	72660
C7842	C	71400
C7843	C	75600
C7844	C	75000
C7845/C7848	C	62520
C7846/C7847	C	76320
C7850	C	78600
C7851/C7854	C	26100
C7852/C7853	C	24480
C7855/C7858	C	29100
C7856/C7857	C	27120
C7859/C7862	C	33720
C7860/C7861	C	32460
C7863/C7866	C	42000
C7864/C7865	C	35460
C7867/C7870	C	44100
C7868/C7869	C	40380
C7871/C7874	C	57300
C7872/C7873	C	48600
C7875/C7878	C	58800
C7876/C7877	C	50400
C7879/C7882	C	61320
C7880/C7881	C	64140
C7883/C7886	C	63480
C7884/C7885	C	65520
C7887/C7890	C	67320
C7888/C7889	C	70020
C7891/C7894	C	71880
C7892/C7893	C	73500
C7895/C7898	C	70260
C7896/C7897	C	77100
C8091	C	24960
C8301/C8304	C	32400
C8302/C8303	C	29580
C8306/C8307	C	44100
C8309/C8312	C	55500
C8313/C8316	C	27300
C8314/C8315	C	38100
C8317/C8320	C	50580
C8318/C8319	C	65700
C8501	C	19200
C8505	C	42180
C8506	C	47400
C8507	C	52380
C8508	C	57420
C8509	C	61560
C8510	C	67380
C8516	C	40440
C8521	C	69000
C8522	C	73320
C8523	C	76980
C8524	C	81300
C8525	C	25320
C8571	C	74280
C8572	C	28080
C8574	C	21660
C8576	C	38520
C8578	C	23820
C8661	C	66540
C8662	C	70260
S101	S	25200
S102	S	25620
S103	S	26280
S104	S	64680
S105	S	28080
S106	S	66540
S107	S	66420
S108	S	68100
Y501	Y	28260
S501	S	26460
Y502	Y	64200
S502	S	40140
Y503	Y	45120
S503	S	51240
Y504	Y	55320
S504	S	62340
Y509	Y	28200
Y510	Y	47700
Y511/Y514	Y	47580
Y512/Y513	Y	24900
Y531/Y534	Y	36960
Y532/Y533	Y	22560
Y535	Y	26040
Y536	Y	40920
Y667/Y670	Y	64800
Y668/Y669	Y	74700
S903	S	38520
S905	S	38580
S906	S	33240
S910	S	44580
S912	S	51780
S913	S	58080
S916	S	65400
S917	S	77520
S918	S	68880
Y951	Y	77160
Y952	Y	82800
Y953	Y	76320
Y954	Y	83160
Y955/Y958	Y	76560
Y956/Y957	Y	69240
1133	P	55800
1134	P	62700
1147/1150	P	58500
1148/1149	P	58080
1227/1230	P	60480
1228/1229	P	73320
1303	P	81120
1304	P	28200
1461	P	42900
1462	P	44280
1551/1554	P	69000
1552/1553	P	56760
1818/1819	P	67260
2051	P	44280
2065/2068	P	25320
2066/2067	P	29940
2083	P	30240
2095	P	70080
2096	P	68400
2149/2152	P	69180
2150/2151	P	77520
2209	P	52200
2255/2258	P	47040
2256/2257	P	42060
2461/2464	P	67200
2462/2463	P	60240
2549	P	81900
2550	P	82680
2589/2592	P	45780
2590/2591	P	21720
2601/2604	P	71160
2602/2603	P	62400
2621	P	35700
2624	P	78000
2635	P	58560
2636	P	38940
2673	P	25200
2674	P	53400
2701	P	73560
2702	P	24300
2727	P	35880
2728	P	58260
4043	P	49380
4082	P	19680
4086	P	53400
4095	P	25800
4185	P	36420
4191	P	45540
4192	P	35400
4215	P	27600
4216	P	75480
4247	P	62760
4249	P	56580
4305	P	24600
4309	P	86340
4310	P	44880
4322	P	21600
4601	P	60000
4602	P	21900
4606	P	45900
4607	P	31080
4608	P	50700
4611	P	25740
4612	P	55380
4615	P	63480
4616	P	30600
4621/4624	P	28500
4622/4623	P	59400
4627	P	34920
4628	P	38700
4629	P	24360
4630	P	64200
4635	P	28980
4636	P	60780
4641	P	61200
4643	P	62760
4644	P	25500
4705/4708	P	39720
4706/4707	P	35160
4731/4734	P	26340
4732/4733	P	40620
4741	P	24420
5002/5003	P	51900
5005	P	27720
5006	P	36600
5007	P	45180
5008	P	60120
5017/5020	P	73380
5018/5019	P	30480
5035/5038	P	70200
5039/5042	P	70980
5040/5041	P	33480
5046/5047	P	63000
5511	P	55560
5512	P	36600
5517	P	28380
5518	P	50400
5533/5536	P	39600
5534/5535	P	23400
5537/5540	P	29100
5538/5539	P	47100
5801	P	81960
5802	P	83520
5809	P	58800
5810	P	39600
5813	P	36060
5814	P	45360
5831	P	33600
5832	P	38580
5833	P	49500
5834	P	54480
5835	P	59460
5836	P	64500
6025	P	30600
6032	P	52680
6034	P	23700
6045	P	32400
6061	P	22020
6062	P	26820
6063	P	27000
6064	P	24600
6066	P	58380
6067	P	47220
6068	P	22800
6072/6073	P	24600
6161	P	57600
6162	P	24840
6216	P	17280
6218	P	25200
6231	P	34200
6232	P	29820
6233	P	49860
6234	P	62520
6253	P	63840
6254/6255	P	22320
6259	P	17460
6260	P	27180
6261	P	30900
6262	P	36720
6263	P	59340
6264	P	63960
6265	P	70020
6266	P	77580
6277	P	54000
6278	P	35280
6279	P	69960
6335	P	23340
6336	P	65280
6337	P	64080
6338	P	16680
6419	P	29220
6420	P	38580
6433	P	26160
6434	P	63840
6437	P	63900
6438	P	20340
6967	P	50400
6968	P	37320
7005/7008	P	24420
7006/7007	P	28200
7053	P	24720
7054	P	47700
7265	P	30600
7266	P	25200
7267	P	61680
7269	P	26100
7270	P	47280
7273	P	26100
7274	P	34080
7275	P	26460
7501	P	54660
7502	P	35820
7503	P	50040
7504	P	23280
7505	P	62520
7506	P	40020
7507	P	37200
7508	P	40080
7509	P	54780
7510	P	26400
7512/7513	P	32520
7515	P	40200
7516	P	64800
7519	P	58680
7520	P	33780
7521	P	50220
7522	P	35700
7529	P	23100
7530	P	61200
7535	P	29700
7553	P	60660
7554	P	35040
8161	P	70560
8162	P	63780
8163	P	28620
8164	P	23400
8165	P	23400
8166	P	48600
8171	P	33900
8172	P	59880
8187	P	57000
8188	P	22800
8323	P	49080
8324	P	28800
8331	P	37200
8332	P	25500
8351	P	32160
8352	P	23400
8353	P	72000
8354	P	64200
8355/8358	P	43980
8356/8357	P	36360
8361	P	22800
8362	P	38820
8375	P	33480
8376	P	61200
8815	P	37920
8816	P	50400
8817	P	33000
8818	P	25680
8819	P	45480
8820	P	55020
8821	P	68520
8822	P	25500
8823	P	46920
8824	P	53160
8833	P	59880
8834	P	44280
8845	P	25680
8849	P	64200
8850	P	30600
K15	K	27600
K16	K	43500
K21	K	29880
K22	K	45840
K23	K	26820
K27	K	62820
K28	K	66660
K30/K31	K	54840
K32	K	47880
K33/K36	K	64920
K34/K35	K	44400
K39	K	82800
K40	K	63180
K41/K44	K	74700
K42/K43	K	27000
K48/K49	K	49020
K53	K	81180
K54	K	77100
K55/K58	K	42600
K56/K57	K	61200
K59/K62	K	60900
K60/K61	K	51360
K67/K70	K	21660
K68/K69	K	57000
K71/K74	K	52440
K72/K73	K	25020
K75/K78	K	61320
K76/K77	K	56580
K79	K	66360
K80	K	69000
K81/K84	K	36240
K82/K83	K	61680
K85/K88	K	66900
K86/K87	K	53940
K89	K	80220
K90	K	78120
K91/K94	K	47700
K92/K93	K	64980
K95	K	82980
K96	K	79500
K101	K	84000
K102	K	43200
K105	K	83760
K106	K	37800
K111	K	54300
K112	K	34320
K113	K	46800
K114	K	30300
K115	K	53940
K116	K	63240
K117	K	41760
K118	K	42840
K121/K124	K	41580
K122/K123	K	49200
K126/K127	K	80100
K131/K134	K	40560
K132/K133	K	47520
K141/K144	K	49860
K142/K143	K	65640
K146	K	61440
K147	K	34980
K148	K	75960
K149	K	30960
K150	K	81900
K151/K154	K	65580
K152/K153	K	59460
K155	K	58980
K156	K	69420
K157	K	65520
K158	K	66300
K169	K	83400
K170	K	66000
K171/K174	K	64200
K172/K173	K	48120
K175	K	62400
K176	K	81840
K177	K	55800
K178	K	40200
K179	K	80400
K180	K	79920
K183	K	47760
K184	K	70740
K188/K189	K	65340
K191/K194	K	33000
K192/K193	K	50820
K195/K198	K	79260
K196/K197	K	25200
K201/K204	K	38280
K202/K203	K	80100
K205/K208	K	59820
K206/K207	K	58800
K210/K211	K	74700
K213	K	52380
K214	K	41580
K215	K	47100
K216	K	40920
K217/K220	K	67320
K218/K219	K	31200
K225/K228	K	77760
K226/K227	K	73200
K229/K232	K	60720
K230/K231	K	62760
K233/K236	K	46800
K234/K235	K	40140
K237/K240	K	66300
K238/K239	K	55140
K241/K244	K	67620
K242/K243	K	78060
K245/K248	K	37800
K246/K247	K	76800
K251/K254	K	54000
K252/K253	K	56220
K255	K	66120
K256	K	59760
K257	K	58980
K258	K	49980
K261	K	62400
K262	K	46980
K263	K	33900
K266	K	46800
K267	K	48120
K268	K	32880
K269	K	25200
K270	K	69600
K271	K	61260
K272	K	65580
K274/K275	K	84300
K279	K	35520
K280	K	40800
K281/K284	K	66120
K282/K283	K	73680
K285	K	60300
K286	K	81180
K287	K	73440
K288	K	75720
K289/K292	K	77460
K290/K291	K	31860
K293/K296	K	60540
K294/K295	K	69600
K297/K300	K	73560
K298/K299	K	66600
K301/K304	K	40620
K302	K	75900
K305/K308	K	67800
K306/K307	K	74820
K315/K318	K	68820
K316/K317	K	40920
K321/K324	K	25200
K322/K323	K	38280
K325/K328	K	62100
K326/K327	K	36900
K329/K332	K	71520
K330/K331	K	61200
K339	K	39780
K340	K	37380
K341/K344	K	47340
K342/K343	K	51960
K345/K348	K	66000
K346/K347	K	70560
K349	K	50880
K350	K	35400
K351/K354	K	56580
K352/K353	K	85860
K355/K358	K	84180
K356/K357	K	33120
K359/K362	K	74040
K360/K361	K	33780
K363/K366	K	28200
K364/K365	K	35520
K367/K370	K	37620
K368/K369	K	31200
K371/K374	K	58380
K372/K373	K	57780
K375/K378	K	75600
K376/K377	K	32220
K385/K388	K	58680
K386/K387	K	46380
K389/K392	K	61380
K390/K391	K	34200
K395	K	39060
K396	K	61080
K401	K	67200
K402	K	72300
K403/K406	K	39360
K404/K405	K	67920
K411	K	85740
K412	K	74760
K417/K420	K	31500
K418/K419	K	58380
K421/K424	K	40020
K422/K423	K	27540
K425/K428	K	59820
K426/K427	K	64980
K429	K	41220
K430	K	62820
K435/K438	K	54720
K436/K437	K	71700
K441	K	54060
K442	K	63120
K445/K448	K	83880
K446/K447	K	27780
K451/K454	K	36000
K452/K453	K	57300
K457	K	39000
K458	K	50160
K461/K464	K	42480
K462/K463	K	61800
K465/K468	K	53160
K466/K467	K	48660
K469	K	53460
K470	K	62940
K473	K	58560
K474	K	70560
K475/K478	K	36900
K476/K477	K	54300
K485/K488	K	45420
K486/K487	K	39900
K489	K	73680
K490	K	68820
K491	K	39600
K492	K	44880
K495	K	68580
K496	K	38820
K498	K	43740
K501/K504	K	43260
K502/K503	K	61320
K507	K	25920
K508	K	53220
K511	K	69660
K512	K	70200
K515/K518	K	35160
K516/K517	K	33360
K519/K522	K	65580
K520/K521	K	66300
K525	K	47820
K526	K	43680
K527	K	52680
K528	K	27900
K529/K532	K	44820
K530/K531	K	81780
K535/K538	K	60720
K536/K537	K	50160
K543	K	61920
K544	K	51600
K545/K548	K	70620
K546/K547	K	27540
K549	K	61260
K550	K	56760
K552/K553	K	45960
K554	K	33660
K557/K560	K	53280
K558/K559	K	48300
K563/K566	K	57300
K564/K565	K	43380
K567/K570	K	30600
K568/K569	K	61740
K571	K	60780
K572	K	31860
K573	K	74100
K574	K	66960
K575	K	51480
K576	K	55920
K577/K580	K	50400
K578/K579	K	68400
K581/K584	K	29760
K582/K583	K	80760
K585/K588	K	64320
K586/K587	K	31500
K589	K	37800
K590	K	79200
K593/K596	K	41880
K594/K595	K	45780
K597/K600	K	54120
K598/K599	K	62100
K601	K	80460
K602	K	78900
K603	K	61920
K604	K	44400
K605/K608	K	48180
K606/K607	K	45300
K609	K	86100
K610	K	51600
K611/K614	K	63780
K612/K613	K	55560
K615	K	54000
K616	K	26160
K617	K	37440
K618	K	31080
K625/K628	K	70800
K626/K627	K	30780
K635/K638	K	31320
K636/K637	K	78000
K641/K644	K	58320
K642/K643	K	58320
K645/K648	K	38280
K646	K	65760
K651/K654	K	42000
K652/K653	K	25620
K655/K658	K	39600
K656/K657	K	78420
K675/K678	K	27840
K676/K677	K	66300
K679	K	73680
K680	K	82800
K682/K683	K	72120
K685/K688	K	28080
K686/K687	K	53400
K691	K	64920
K692	K	74940
K695	K	84720
K696	K	59400
K701/K704	K	47580
K702/K703	K	66600
K709/K712	K	77760
K710/K711	K	38880
K715/K718	K	48960
K716/K717	K	52860
K721/K724	K	68100
K722/K723	K	67200
K725/K728	K	80700
K726/K727	K	70980
K729/K732	K	53400
K730/K731	K	51600
K735/K738	K	50640
K736/K737	K	70440
K739	K	70560
K740	K	84900
K741/K744	K	70680
K742/K743	K	45900
K747	K	61800
K748	K	62280
K751/K754	K	27540
K752/K753	K	48600
K755/K758	K	54720
K756/K757	K	67500
K759	K	43260
K760	K	70260
K761/K764	K	82080
K762/K763	K	71940
K767/K770	K	36060
K768/K769	K	50040
K771	K	26640
K772	K	25200
K775/K778	K	27600
K776/K777	K	33780
K781/K784	K	61200
K782/K783	K	48480
K785/K788	K	54660
K786/K787	K	44220
K793/K796	K	59700
K794/K795	K	59400
K797/K800	K	61080
K798/K799	K	42720
K803/K806	K	29280
K804/K805	K	59880
K807/K810	K	59280
K808/K809	K	43200
K811/K814	K	53280
K812/K813	K	62280
K815	K	81600
K816	K	67500
K817	K	28860
K818	K	69000
K819	K	76980
K820	K	33240
K821/K824	K	60600
K822/K823	K	69960
K827/K830	K	51120
K828/K829	K	36600
K833	K	25620
K834	K	75000
K835/K838	K	73320
K836/K837	K	35400
K841/K844	K	47280
K842/K843	K	59160
K845/K848	K	40320
K846/K847	K	79200
K849/K852	K	52500
K850	K	44640
K853	K	32280
K854	K	36840
K855/K858	K	83280
K856/K857	K	43800
K865/K868	K	71100
K866/K867	K	48960
K871/K874	K	51720
K872/K873	K	53700
K875/K878	K	64980
K876/K877	K	25620
K881/K884	K	77880
K882/K883	K	69900
K885/K888	K	77880
K886/K887	K	30840
K889	K	36000
K891/K894	K	43200
K892/K893	K	74520
K895/K898	K	26400
K896/K897	K	54120
K901/K904	K	26520
K902/K903	K	40800
K911/K914	K	39660
K912/K913	K	43920
K915	K	74100
K916	K	81240
K925/K928	K	77640
K926/K927	K	55440
K930	K	36720
K931/K934	K	42900
K932	K	54480
K935	K	70200
K936	K	48480
K937/K940	K	37800
K938/K939	K	56880
K941/K944	K	27000
K942/K943	K	39180
K945/K948	K	39900
K946/K947	K	50820
K949/K952	K	60360
K950/K951	K	56880
K955/K958	K	47280
K956/K957	K	65220
K959/K962	K	45300
K960/K961	K	61080
K965/K968	K	48120
K966/K967	K	31020
K969/K972	K	55740
K970/K971	K	37140
K973/K976	K	52740
K974/K975	K	45900
K981/K984	K	39300
K982/K983	K	49500
K986/K987	K	67800
K995/K998	K	80160
K1001/K1004	K	76920
K1002/K1003	K	68100
K1005/K1008	K	51240
K1006/K1007	K	43920
K1010	K	53700
K1011/K1014	K	55800
K1012/K1013	K	54300
K1015	K	65880
K1016	K	65400
K1017	K	77100
K1018	K	62820
K1019	K	57000
K1020	K	69000
K1021	K	45720
K1022	K	60000
K1023	K	58980
K1024	K	75900
K1025/K1028	K	85500
K1026/K1027	K	38820
K1029	K	41100
K1030	K	54480
K1032/K1033	K	65520
K1039/K1042	K	79500
K1040/K1041	K	46320
K1046/K1047	K	52800
K1048	K	79440
K1049/K1052	K	39600
K1050/K1051	K	82800
K1053/K1056	K	23820
K1054/K1055	K	67260
K1057/K1060	K	79800
K1058/K1059	K	78420
K1062/K1063	K	54180
K1065/K1068	K	40800
K1066/K1067	K	34680
K1071	K	43800
K1072	K	64800
K1073	K	65880
K1074	K	54000
K1076/K1077	K	84000
K1079	K	60300
K1080	K	75180
K1082/K1083	K	83760
K1085/K1088	K	63480
K1086/K1087	K	64800
K1091/K1094	K	39720
K1092/K1093	K	62760
K1095/K1098	K	53760
K1096/K1097	K	31620
K1101/K1104	K	58440
K1102/K1103	K	49440
K1105/K1108	K	67200
K1106/K1107	K	51120
K1109	K	48900
K1110	K	61560
K1115/K1118	K	46320
K1116/K1117	K	69060
K1125/K1128	K	47700
K1126/K1127	K	63780
K1129/K1132	K	36300
K1130/K1131	K	55920
K1135/K1138	K	44760
K1141/K1144	K	52500
K1142/K1143	K	29580
K1147/K1150	K	36420
K1148/K1149	K	63000
K1153	K	43800
K1154	K	51240
K1155/K1158	K	30600
K1159/K1162	K	33780
K1160/K1161	K	29520
K1163/K1166	K	25560
K1164/K1165	K	63600
K1171/K1174	K	40320
K1172/K1173	K	28800
K1181/K1184	K	34200
K1182/K1183	K	59460
K1185/K1188	K	31860
K1186/K1187	K	63720
K1190	K	73500
K1191	K	70860
K1192	K	51960
K1195/K1198	K	40800
K1196/K1197	K	72600
K1206/K1207	K	31980
K1209	K	40380
K1210	K	44580
K1216	K	36720
K1217/K1220	K	50100
K1218/K1219	K	74880
K1228	K	66600
K1229	K	54300
K1230	K	45900
K1231/K1234	K	79500
K1232/K1233	K	72600
K1235	K	58980
K1236	K	45300
K1237/K1240	K	52200
K1238/K1239	K	54600
K1244	K	28800
K1255/K1258	K	35340
K1259	K	45600
K1263	K	52680
K1264	K	42180
K1267/K1270	K	64800
K1268/K1269	K	38220
K1271/K1274	K	42600
K1272/K1273	K	39000
K1275/K1278	K	29340
K1276/K1277	K	38700
K1281/K1284	K	37440
K1282/K1283	K	56400
K1285/K1288	K	66480
K1286/K1287	K	43080
K1291/K1294	K	63480
K1292/K1293	K	62700
K1296/K1297	K	65160
K1298	K	77280
K1303	K	79980
K1304	K	85560
K1305/K1308	K	66900
K1306/K1307	K	60960
K1315/K1318	K	70740
K1316/K1317	K	42420
K1325/K1328	K	61080
K1326/K1327	K	77940
K1331/K1334	K	44400
K1332/K1333	K	65820
K1335/K1338	K	40860
K1336/K1337	K	58200
K1347/K1350	K	52620
K1348/K1349	K	28980
K1351/K1354	K	57780
K1352/K1353	K	79560
K1363	K	79560
K1365/K1368	K	28080
K1366/K1367	K	35100
K1371	K	42540
K1372	K	71520
K1373/K1376	K	60540
K1374/K1375	K	54480
K1381/K1384	K	60000
K1382/K1383	K	46140
K1387	K	48060
K1388	K	38880
K1391/K1394	K	69900
K1392/K1393	K	59580
K1395/K1398	K	76440
K1396/K1397	K	53400
K1437	K	58800
K1438	K	71280
K1439	K	71280
K1440	K	54000
K1449/K1452	K	74100
K1450/K1451	K	45000
K1453	K	44460
K1455/K1458	K	68400
K1456/K1457	K	62340
K1473	K	34560
K1474	K	51600
K1485/K1488	K	82680
K1486/K1487	K	84600
K1501/K1504	K	84180
K1502/K1503	K	72420
K1505	K	33960
K1506/K1507	K	85260
K1509/K1512	K	39000
K1510/K1511	K	46680
K1517/K1520	K	45900
K1518/K1519	K	46200
K1523	K	49980
K1524	K	49680
K1525/K1528	K	34680
K1526/K1527	K	36720
K1531/K1534	K	71340
K1532/K1533	K	66900
K1555/K1558	K	78000
K1556/K1557	K	37260
K1561/K1564	K	77460
K1562/K1563	K	80040
K1565/K1568	K	75960
K1566/K1567	K	49200
K1571/K1574	K	53400
K1572/K1573	K	36180
K1583	K	31320
K1584	K	40860
K1585/K1588	K	57900
K1586/K1587	K	49620
K1595/K1598	K	49980
K1596/K1597	K	60960
K1609	K	76500
K1610	K	36000
K1611/K1614	K	64500
K1612/K1613	K	39660
K1615/K1618	K	43080
K1616/K1617	K	54180
K1619/K1622	K	80400
K1620/K1621	K	30720
K1623/K1626	K	59760
K1624/K1625	K	67440
K1627	K	60360
K1628	K	54480
K1633/K1636	K	75300
K1634/K1635	K	61620
K1655/K1658	K	26160
K1656/K1657	K	51480
K1665	K	33900
K1666	K	83520
K1669/K1672	K	68160
K1670/K1671	K	64200
K1673	K	78300
K1674	K	65100
K1685/K1688	K	44160
K1686/K1687	K	61560
K1785	K	51900
K1786	K	28980
K1803	K	34800
K1804	K	32880
K1805/K1808	K	63240
K1806/K1807	K	41640
K1901/K1904	K	84360
K1902/K1903	K	29700
K1983/K1986	K	49200
K1984/K1985	K	39900
K2036/K2037	K	75060
K2038	K	68700
K2045/K2048	K	28800
K2046/K2047	K	57960
K2057/K2060	K	80880
K2058/K2059	K	72720
K2121	K	22140
K2185/K2188	K	31200
K2186/K2187	K	39780
K2275/K2278	K	68400
K2276/K2277	K	56640
K2285/K2288	K	68940
K2286/K2287	K	66480
K2385/K2388	K	42360
K2559	K	74400
K2560	K	73380
K2611	K	29820
K2612	K	79860
K2615/K2618	K	29340
K2616/K2617	K	73560
K2631/K2634	K	69300
K2632/K2633	K	67200
K2637	K	55800
K2638	K	56400
K2905/K2908	K	76860
K2906/K2907	K	25200
K5148	K	53520
K5181	K	25500
K5182	K	38340
K5203	K	25260
K5204	K	32940
K5205/K5208	K	37620
K5206/K5207	K	50880
K5217	K	78600
K5218	K	43200
K5221	K	24720
K5222	K	50880
K5223	K	35160
K5224	K	55920
K5237/K5240	K	81360
K5238/K5239	K	39300
K5275	K	29400
K5276	K	40500
K5277	K	51000
K5278	K	61920
K5281/K5282	K	27000
K5285/K5286	K	59100
K5287/K5288	K	65280
K6217	K	49380
K6218	K	27000
K7011	K	19680
K7012	K	51000
K7015	K	73260
K7016	K	20700
K7017	K	79080
K7018	K	79680
K7020	K	73320
K7026	K	73200
K7030	K	22200
K7032	K	65880
K7033	K	74100
K7034	K	72600
K7035	K	74400
K7039	K	62100
K7040	K	53760
K7047	K	25020
K7048	K	57780
K7049	K	19920
K7050	K	28080
K7057	K	68760
K7058	K	73500
K7066	K	61380
K7068/K7069	K	64620
K7071	K	60360
K7072	K	22680
K7081	K	48600
K7082	K	56700
K7083	K	68400
K7084	K	76740
K7087	K	20280
K7088	K	30480
K7089	K	60960
K7090	K	75480
K7091	K	73200
K7106/K7107	K	25620
K7109/K7112	K	43740
K7113	K	19200
K7114	K	19980
K7117	K	55200
K7120	K	25560
K7121	K	41100
K7122	K	49800
K7127	K	32280
K7128	K	28500
K7130	K	54000
K7131	K	26700
K7137	K	66900
K7138	K	66180
K7139	K	50220
K7151	K	45900
K7152	K	23580
K7153/K7156	K	58320
K7173	K	61500
K7183/K7186	K	66120
K7184/K7185	K	62580
K7201	K	58860
K7202	K	70800
K7209	K	41820
K7210	K	44340
K7211	K	22620
K7212	K	27180
K7213	K	24840
K7214	K	42180
K7215	K	39180
K7216	K	46500
K7217	K	59820
K7218	K	68640
K7221	K	29760
K7222	K	43560
K7223	K	24360
K7224	K	58920
K7229	K	21900
K7230	K	54780
K7231	K	56340
K7232	K	21600
K7233	K	34800
K7234	K	16920
K7237	K	59760
K7238	K	53460
K7239	K	21900
K7240	K	37080
K7241	K	20820
K7242	K	66300
K7246	K	30300
K7248	K	50520
K7251	K	23700
K7252	K	56220
K7253	K	16800
K7254	K	23880
K7256	K	34800
K7257	K	68280
K7259	K	67200
K7260	K	60000
K7261	K	30600
K7262	K	38700
K7264	K	53820
K7271	K	24060
K7272	K	30780
K7273	K	37080
K7276	K	57960
K7277	K	64080
K7285/K7288	K	74100
K7291	K	31740
K7292	K	25500
K7293	K	44700
K7294	K	38280
K7295	K	58380
K7296	K	51720
K7297	K	72120
K7298	K	65460
K7305	K	69000
K7306	K	54120
K7307	K	30600
K7308	K	64560
K7325	K	72060
K7326	K	44100
K7328/K7329	K	41580
K7333	K	67800
K7334	K	46260
K7339	K	53580
K7340	K	25200
K7351/K7354	K	67260
K7352/K7353	K	68460
K7361/K7364	K	72420
K7362/K7363	K	69960
K7369	K	45720
K7370	K	61200
K7375	K	62340
K7376	K	56700
K7381	K	47820
K7382	K	24720
K7383	K	25800
K7384	K	27480
K7385	K	64080
K7386	K	67800
K7391/K7394	K	77460
K7392/K7393	K	72120
K7416	K	24420
K7421	K	60000
K7422	K	25500
K7425	K	28080
K7426	K	30960
K7430	K	56280
K7459/K7462	K	56040
K7460/K7461	K	32400
K7501	K	68460
K7502	K	32100
K7505	K	56880
K7517/K7520	K	74520
K7518/K7519	K	58920
K7521	K	51120
K7522	K	24060
K7525	K	47760
K7527/K7530	K	70800
K7528	K	55560
K7535	K	44100
K7536	K	62100
K7537	K	63600
K7538	K	24900
K7541	K	56520
K7542	K	27000
K7553	K	30660
K7554	K	35280
K7555	K	42960
K7556	K	48420
K7557	K	23400
K7561/K7564	K	36120
K7562/K7563	K	37020
K7565	K	69900
K7566	K	66000
K7571	K	21240
K7572	K	18120
K7573	K	34620
K7574	K	32100
K7577	K	52800
K7578	K	50940
K7579	K	62700
K7580	K	61740
K7581	K	22500
K7582	K	54600
K7584	K	46500
K7585	K	25200
K7586	K	34320
K7589	K	51000
K7590	K	43560
K7593	K	50400
K7594	K	33900
K7595	K	24900
K7597	K	61140
K7598	K	66360
K7705	K	21780
K7706	K	50520
K7707	K	62280
K7708	K	37200
K7709	K	22800
K7710	K	49140
K7711	K	28560
K7712	K	69480
K7713/K7716	K	43140
K7714/K7715	K	38640
K7725/K7728	K	76380
K7726/K7727	K	64200
K7729	K	33180
K7730	K	58920
K7751/K7754	K	28140
K7752/K7753	K	70800
K7755/K7758	K	75720
K7756/K7757	K	69660
K7759	K	20280
K7760	K	34860
K7761/K7764	K	72240
K7762/K7763	K	29820
K7765/K7768	K	23100
K7766/K7767	K	26700
K7782	K	24240
K7783	K	28140
K7784	K	35160
K7787	K	69660
K7788	K	75660
K7801	K	30600
K7802	K	42000
K7803	K	52560
K7804	K	32400
K7807	K	22800
K7808	K	28800
K7821/K7824	K	58500
K7822/K7823	K	26400
K7831	K	27180
K7832	K	41700
K7833	K	55080
K7834	K	68520
K7901	K	42480
K7902	K	30360
K7903	K	29460
K7904	K	43740
K7905	K	86160
K7906	K	84540
K7909	K	33000
K7910	K	53400
K7911	K	67800
K7912	K	68400
K7915/K7918	K	28080
K7916/K7917	K	68820
K7919/K7922	K	79800
K7920/K7921	K	46380
K7959	K	31380
K7960	K	43620
K7965/K7968	K	36120
K7966/K7967	K	56880
K7971	K	71580
K7978	K	60840
K7993	K	46200
K7994	K	50700
K8002	K	47280
K8003	K	71520
K8004	K	30600
K8005	K	40860
K8006	K	34560
K8035	K	69300
K8051	K	48780
K8053/K8056	K	22200
K8068	K	27000
K8069	K	30000
K8091/K8094	K	46500
K8092/K8093	K	36480
K8102	K	33300
K8103	K	62400
K8114/K8115	K	54300
K8157	K	70800
K8158	K	28200
K8161	K	57600
K8162	K	30300
K8165	K	84000
K8168	K	42060
K8169	K	29400
K8170	K	82800
K8175/K8178	K	34260
K8176/K8177	K	52200
K8186/K8187	K	40260
K8197	K	77400
K8198	K	38820
K8202/K8203	K	70680
K8204	K	67980
K8216/K8217	K	45780
K8219	K	24840
K8221	K	27180
K8222	K	51120
K8223	K	32100
K8231	K	30480
K8232	K	54900
K8241	K	41040
K8242	K	27720
K8261	K	3000
K8262	K	80280
K8271	K	31680
K8272	K	61680
K8281	K	29100
K8282	K	56400
K8283	K	54360
K8284	K	49620
K8285	K	33000
K8286	K	32100
K8287	K	59280
K8288	K	17400
K8321/K8324	K	30600
K8322/K8323	K	36300
K8351/K8354	K	59100
K8352/K8353	K	64320
K8355/K8358	K	70200
K8356/K8357	K	71220
K8360	K	31680
K8361/K8364	K	66600
K8362/K8363	K	84240
K8365	K	46500
K8366/K8367	K	84780
K8371	K	67320
K8372	K	55920
